,Processed File Name,Group,Year,geoBoundaryType,Boundary Level,Source 1,Source 2,License,License Detail,License Source,Link to Source Data-inaccurate; has some links to licenses,Link to Source Data,Recorder (Name),Last Updated Date,gDriveID
10,DZA_ADM3.zip,Algeria,2017.0,Open,ADM 3,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/16-O-BEgdIrX9J1nFDRNHRn0juKROnrtX/view?usp=sharing
11,AND_ADM0.zip,Andorra,2017.0,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1UkWTNwHHFeNA_VCLtJtSNd-4XIFE0M4G/view?usp=sharing
12,AND_ADM1.zip,Andorra,2017.0,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1XiAr5Jr-fX0c_3fEucxr5zckv0mxJnAO/view?usp=sharing
13,AGO_ADM0.zip,Angola,2017.0,Humanitarian,ADM 0,geoBoundaries,HDX,Open Data Commons Attribution License,Open Data Commons Attribution License,,No,https://data.humdata.org/dataset/angola-administrative-levels-0-3,Sydney Fuhrig,2020-06-25,
14,AGO_ADM1.zip,Angola,2017.0,Humanitarian,ADM 1,geoBoundaries,HDX,Open Data Commons Attribution License,Open Data Commons Attribution License,,No,https://data.humdata.org/dataset/angola-administrative-levels-0-3,Sydney Fuhrig,2020-06-25,
15,AGO_ADM0.zip,Angola,2017.0,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,,No,,Sydney Fuhrig,2020-07-02,
16,AGO_ADM1.zip,Angola,2017.0,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,,No,,Sydney Fuhrig,2020-07-02,
17,AGO_ADM2.zip,Angola,2018.0,Humanitarian,ADM 2,Human Data Exchange,"United Nations Office for the Coordination of Humanitarian Affairs, ROSEA",Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/angola-administrative-levels-0-3,No,https://data.humdata.org/dataset/angola-administrative-levels-0-3,,2020-05-25,https://drive.google.com/file/d/1JCpeMaP5oYKk8SM7exHD3K3-PCjflEKP/view?usp=sharing
18,AGO_ADM3.zip,Angola,2018.0,Humanitarian,ADM 3,Human Data Exchange,"United Nations Office for the Coordination of Humanitarian Affairs, ROSEA",Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/angola-administrative-levels-0-3,No,https://data.humdata.org/dataset/angola-administrative-levels-0-3,,2020-05-25,https://drive.google.com/file/d/17_AxME2yi7T6fb7tmu6F8Gd-P9kqXF7-/view?usp=sharing
19,ATA_ADM0.zip,Antarctica,2020.0,Open,ADM0,Natural Earth,,Public Domain,,https://www.naturalearthdata.com/about/terms-of-use/,No,https://www.naturalearthdata.com/downloads/10m-physical-vectors/10m-antarctic-ice-shelves/,,2020-05-25,https://drive.google.com/file/d/1ywHUGLREMnAaKX9UtmSap5ux8rUrkZpN/view?usp=sharing
20,ATG_ADM0.zip,Antigua and Barbuda,2017.0,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1lCNCrlEq3tfgqY6_5w4EloEKTEYD81N2/view?usp=sharing
21,ATG_ADM1.zip,Antigua and Barbuda,2017.0,Open,ADM 1,OpenStreetMap,"Digitized from wikipedia map, Attribution to Golbez",Open Data Commons Open Database License 1.0,"Open Data Commons Open Database License 1.0, Creative Commons Attribution-Share Alike 3.0",https://commons.wikimedia.org/wiki/File:Antigua_parishes_english.png,No,https://commons.wikimedia.org/wiki/File:Antigua_parishes_english.png,,2020-05-25,https://drive.google.com/file/d/1orAVf5nePrnUzR0T0vejkx160h5wy7U3/view?usp=sharing
22,ARG_ADM0.zip,Argentina,2017.0,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1Otxsfz9biy5PUgAja9P3TdNMp_6SaNqC/view?usp=sharing
23,ARG_ADM1.zip,Argentina,2017.0,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1N2TqlYUkO-W-Zqv71b2DGv-onfEeGczR/view?usp=sharing
24,ARG_ADM2.zip,Argentina,2017.0,Humanitarian,ADM 2,IGN,,Other - Humanitarian,Direct Permissions,https://www.ign.gob.ar/descargas/tyc1.html,No,https://www.ign.gob.ar/NuestrasActividades/InformacionGeoespacial/CapasSIG,,2020-05-25,https://drive.google.com/file/d/1Trpxn3ovW-aF8UhkU5c79aBdapZt5Z9O/view?usp=sharing
25,ARM_ADM0.zip,Armenia,2020.0,Open,ADM 0,OpenStreetMap,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.1,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1HCc2U0BT-ygX6_2hoF11jNTTvP3ZU9XC/view?usp=sharing
26,ARM_ADM1.zip,Armenia,2014.0,Open & Authoritative,ADM 1,Government of Armenia,United Nations Office for the Coordination of Humanitarian Affairs ROCCA,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),Creative Commons Attribution for Intergovernmental Organizations,https://data.humdata.org/dataset/armenia-administrative-boundaries,No,https://data.humdata.org/dataset/armenia-administrative-boundaries,,2020-05-25,https://drive.google.com/file/d/14Urkk1chv2FEySPNRILNK4CdcAbn-pXy/view?usp=sharing
27,ARM_ADM2.zip,Armenia,2019.0,Humanitarian,ADM 2,HDX,"OCHA, ROCCA",Other - Humanitarian,Other - Humanitarian,https://data.humdata.org/dataset/armenia-administrative-boundaries,No,https://data.humdata.org/dataset/armenia-administrative-boundaries,,2020-05-25,https://drive.google.com/file/d/1eruYGCJTiYqZpxGVI38LUiHa0Ws1Fff7/view?usp=sharing
28,AUS_ADM0.zip,Australia,2017.0,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1Gb_Z-McCAcs2v3_fD7NMg2dWpsPYqdVg/view?usp=sharing
29,AUS_ADM1.zip,Australia,2016.0,Open & Authoritative,ADM 1,PSMA Australia Limited,data.gov.au,Creative Commons Attribution 4.0 International (CC BY 4.0),Attribution 4.0 International (CC BY 4.0),https://data.gov.au/dataset/ds-dga-bdcf5b09-89bc-47ec-9281-6b8e9ee147aa/details,No,https://data.gov.au/dataset/psma-administrative-boundaries,,2020-05-25,https://drive.google.com/file/d/1kmmpmAlPpdfhUls_CQaBAGwHFNLRKR7Q/view?usp=sharing
30,AUS_ADM2.zip,Australia,2016.0,Open & Authoritative,ADM 2,PSMA Australia Limited,data.gov.au,Creative Commons Attribution 4.0 International (CC BY 4.0),Attribution 4.0 International (CC BY 4.0),https://data.gov.au/dataset/ds-dga-bdcf5b09-89bc-47ec-9281-6b8e9ee147aa/details,No,https://data.gov.au/dataset/psma-administrative-boundaries,,2020-05-25,https://drive.google.com/file/d/1Y6hqcmLdgQ_y-qj-93l6FurOHqpSqvne/view?usp=sharing
31,AUT_ADM0.zip,Austria,2017.0,Open & Authoritative,ADM 0,"Federal Office for Metrology and Survey, Austria",Derived from ADM4 layer,Creative Commons Attribution-ShareAlike 2.0,,https://www.data.gv.at/katalog/dataset/987d6260-1e87-4314-9039-ccae502819b6,No,https://www.data.gv.at/katalog/dataset/987d6260-1e87-4314-9039-ccae502819b6,,2020-05-25,https://drive.google.com/file/d/1wfMeaaagtJ5BHGurF7btkkBULk6QQRaD/view?usp=sharing
32,AUT_ADM1.zip,Austria,2017.0,Open & Authoritative,ADM 1,"Federal Office for Metrology and Survey, Austria",Derived from ADM4 layer,Creative Commons Attribution-ShareAlike 2.0,,https://twitter.com/WMgeoLab/status/1253487894313959424,No,"https://www.bev.gv.at/portal/page?_pageid=713,2639317&_dad=portal&_schema=PORTAL",,2020-05-25,https://drive.google.com/file/d/1YwCqYYzux8XbCOPxVsp5nN6BltprSYGM/view?usp=sharing
33,AUT_ADM2.zip,Austria,2017.0,Open & Authoritative,ADM 2,"Federal Office for Metrology and Survey, Austria",Derived from ADM4 layer,Creative Commons Attribution-ShareAlike 2.0,,https://twitter.com/WMgeoLab/status/1253487894313959424,No,"https://www.bev.gv.at/portal/page?_pageid=713,2639317&_dad=portal&_schema=PORTAL",,2020-05-25,https://drive.google.com/file/d/1dLuEqFuhwX43_jhKBVd674RKM8P-8Hlx/view?usp=sharing
34,AUT_ADM3.zip,Austria,2017.0,Open & Authoritative,ADM 3,"Federal Office for Metrology and Survey, Austria",Derived from ADM4 layer,Creative Commons Attribution-ShareAlike 2.0,,https://twitter.com/WMgeoLab/status/1253487894313959424,No,"https://www.bev.gv.at/portal/page?_pageid=713,2639317&_dad=portal&_schema=PORTAL",,2020-05-25,https://drive.google.com/file/d/1wL5PzUkxb-X--Nowef5CHUTZj4Alxfl1/view?usp=sharing
35,AUT_ADM4.zip,Austria,2017.0,Open & Authoritative,ADM 4,"Federal Office for Metrology and Survey, Austria",Bundesministerium Digitaliserung und Wirtschaftsstandort,Creative Commons Attribution-ShareAlike 2.0,,https://twitter.com/WMgeoLab/status/1253487894313959424,No,"https://www.bev.gv.at/portal/page?_pageid=713,2639317&_dad=portal&_schema=PORTAL",,2020-05-25,https://drive.google.com/file/d/1G9iuYaa752nYlybBR4JWsH7QigF55NrI/view?usp=sharing
36,AZE_ADM0.zip,Azerbaijan,2017.0,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1YpV5QoeAzNSij6DRUJp_nO07IiXFs1y6/view?usp=sharing
37,AZE_ADM1.zip,Azerbaijan,2017.0,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1BURn210-Les8yasoc40NKjF1FtC4nqqr/view?usp=sharing
38,AZE_ADM2.zip,Azerbaijan,2020.0,Open,ADM2,Wikipedia,,Creative Commons Attribution-ShareAlike 3.0 Unported,Creative Commons Attribution-ShareAlike 3.0 Unported,https://en.wikipedia.org/wiki/Administrative_divisions_of_Azerbaijan,No,https://en.wikipedia.org/wiki/Administrative_divisions_of_Azerbaijan#/media/File:Azerbaijan_districts_numbered.png,,2020-05-25,https://drive.google.com/file/d/1uC1Cum_40UA_sSC47ELpAAsshG2_FMqw/view?usp=sharing
39,BHS_ADM0.zip,Bahamas,2017.0,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1o-Z_kvulpRDRufEi6sQ7-c8eJoPzcf3i/view?usp=sharing
40,BHS_ADM1.zip,Bahamas,2017.0,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/15ornWljRXETJVXvi4SK1o6yF1ku6dsqG/view?usp=sharing
41,BHR_ADM0.zip,Bahrain,2017.0,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1m9arBP3BZdfWn8-eyaR_UZB39dmCFyWL/view?usp=sharing
42,BHR_ADM1.zip,Bahrain,2017.0,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1AeAPIZhWAMUCpKKtGLsFYWI1sval34Na/view?usp=sharing
43,BGD_ADM0.zip,Bangladesh,2017.0,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/10WdqjVcE9pZeOuU4gy6hoLeKXXBJjSTb/view?usp=sharing
44,BGD_ADM1.zip,Bangladesh,2017.0,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1QGhI4XZG6ezvXsd5oN9-_YcAywmsfJKD/view?usp=sharing
45,BGD_ADM2.zip,Bangladesh,2015.0,Humanitarian,ADM 2,Bangladesh Bureau of Statistics (BBS),United Nations Office for the Coordination of Humanitarian Affairs ROAP,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/administrative-boundaries-of-bangladesh-as-of-2015,No,https://data.humdata.org/dataset/administrative-boundaries-of-bangladesh-as-of-2015,,2020-05-25,https://drive.google.com/file/d/1pAa9U3S3Z3DQ1Kp0NmNUIGNdpYxwJRlJ/view?usp=sharing
46,BGD_ADM3.zip,Bangladesh,2015.0,Humanitarian,ADM 3,Bangladesh Bureau of Statistics (BBS),United Nations Office for the Coordination of Humanitarian Affairs ROAP,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/administrative-boundaries-of-bangladesh-as-of-2015,No,https://data.humdata.org/dataset/administrative-boundaries-of-bangladesh-as-of-2015,,2020-05-25,https://drive.google.com/file/d/1geUpZo9pzK6pi4RKMH1KkKCz_AcmfNBf/view?usp=sharing
47,BEL_ADM4.zip,Belgium,2018.0,Open & Authoritative,ADM 4,Namur Capitale,Statistics Belgium,Creative Commons Attribution 4.0 International (CC BY 4.0),Creative Commons Attribution 4.0 International (CC BY 4.0),https://data.namur.be/pages/licence/,No,"https://data.namur.be/explore/dataset/communes-belges/information/?location=8,50.5124,4.4752&basemap=jawg.streets",,2020-05-25,https://drive.google.com/file/d/1oqKfcWgNXFreiXYoLGXyFWnSeSW4pzws/view?usp=sharing
48,BRB_ADM0.zip,Barbados,2017.0,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1NvgYWHVMKXDPDUOCdQDzfx2EvSCTu67G/view?usp=sharing
49,BRB_ADM1.zip,Barbados,2017.0,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1C5X8HBmt9Yl9wlPdKz7oUkS64V3ddcE_/view?usp=sharing
50,BLR_ADM0.zip,Belarus,2017.0,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/103qONnO5Q0XAES6p--NZSuXvxT3H44vM/view?usp=sharing
51,BLR_ADM1.zip,Belarus,2017.0,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1Sb-ZJ-GVKlO22S2TWTzEmqEENuidgEw4/view?usp=sharing
52,BLR_ADM2.zip,Belarus,2017.0,Open,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1Kw6DdqAWc8uh4Ivz2s6jEOfzk4nNndig/view?usp=sharing
53,BEL_ADM0.zip,Belgium,2015.0,Open & Authoritative,ADM 0,Statistics Belgium,,Open Data Commons Open Database License 1.0,Data set from StatBel open data portal,https://statbel.fgov.be/en/open-data,,https://statbel.fgov.be/en/open-data/statistical-sectors,,2020-05-25,https://drive.google.com/file/d/1t35M0BgjuUm2rSapnIPHVBeFgQvp-9AF/view?usp=sharing
54,BEL_ADM1.zip,Belgium,2015.0,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1djQ90NqY3HSz4pTCJldqKt3UkImK36jB/view?usp=sharing
55,BEL_ADM2.zip,Belgium,2015.0,Open & Authoritative,ADM 2,Statistics Belgium,,Open Data Commons Open Database License 1.0,Data set from StatBel open data portal,https://statbel.fgov.be/en/open-data,No,https://statbel.fgov.be/en/open-data/statistical-sectors,,2020-05-25,https://drive.google.com/file/d/1a3V0bNpeqsOveXSBiWBfIMMWDMzQiUxa/view?usp=sharing
56,BGD_ADM4.zip,Bangladesh,2015.0,Humanitarian,ADM 4,Bangladesh Bureau of Statistics (BBS),United Nations Office for the Coordination of Humanitarian Affairs ROAP,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/administrative-boundaries-of-bangladesh-as-of-2015,No,https://data.humdata.org/dataset/administrative-boundaries-of-bangladesh-as-of-2015,,2020-05-25,https://drive.google.com/file/d/13ISchrtBwNYLUhQD9XtRn0LTnbO11LvT/view?usp=sharing
57,BLZ_ADM0.zip,Belize,2017.0,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1vm0kbCnXFGKUTR7K4fnjVnbmRdaM-DFv/view?usp=sharing
58,BLZ_ADM1.zip,Belize,2017.0,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1Hj0DiS4TxLg-nIyXZesdM9hqREQbrS0a/view?usp=sharing
59,BLZ_ADM2.zip,Belize,2018.0,Humanitarian,ADM 2,Adele Ramos,ArcGIS Online,Non-Commercial Use Only,"Permission to non-commercially, open source distribution",https://twitter.com/WMgeoLab/status/1195455127680741376/photo/1,No,https://www.arcgis.com/home/item.html?id=43058799b9894955a4da87d19950d816,,2020-05-25,https://drive.google.com/file/d/1O_Gxn0_IXfpafOqfLCXCVmXEl50bvigT/view?usp=sharing
60,BEN_ADM0.zip,Benin,2017.0,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/13AUIhsO4OfBJJX76nLDn0zGJm0PlNOu_/view?usp=sharing
61,BEN_ADM1.zip,Benin,2017.0,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1c2O5Iym8_SB3pBJ_hgWsfLafRkWQogJ0/view?usp=sharing
62,BEN_ADM2.zip,Benin,2015.0,Humanitarian,ADM 2,Secondary Administrative Level Boundary (SALB) Project,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/benin-administrative-boundaries,No,https://data.humdata.org/dataset/benin-administrative-boundaries,,2020-05-25,https://drive.google.com/file/d/1099oC6CYzynY8ist2qleRhfLHz-OjWAv/view?usp=sharing
63,BTN_ADM0.zip,Bhutan,2017.0,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1icRIOrD2KoJ5DhL_fUN-uctmCGCgERqE/view?usp=sharing
64,BTN_ADM1.zip,Bhutan,2017.0,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1ci57h6yrTJh-bTSVCyAnOLu4EVbG0VJ7/view?usp=sharing
65,BTN_ADM2.zip,Bhutan,2014.0,Authoritative,ADM 2,Bhutan Geospatial Portal,,Other - Direct Permission,"Government Copyright, but permission to use",https://twitter.com/WMgeoLab/status/1179000810778181633/photo/1,No,http://geo.gov.bt/Home/DataDetail?metadataId=53,,2020-05-25,https://drive.google.com/file/d/1ZHnG7u2sHAcft8o69dLzQYRvPdeUeftw/view?usp=sharing
66,BOL_ADM0.zip,Bolivia,2015.0,Open & Authoritative,ADM 0,GeoBolivia,Derived from ADM3 layer,Public Domain,"Public Domain; ""free use and access to information""",https://geo.gob.bo/geonetwork/srv/spa/catalog.search#/metadata/aeeb85a9-23df-48d4-a4e5-dd19e8b206db,No,https://geo.gob.bo/geonetwork/srv/spa/catalog.search#/metadata/aeeb85a9-23df-48d4-a4e5-dd19e8b206db,,2020-05-25,https://drive.google.com/file/d/1jLNzOnq-e07bDDEhsM-hOejw7aDKsG2C/view?usp=sharing
67,BOL_ADM1.zip,Bolivia,2015.0,Open & Authoritative,ADM 1,GeoBolivia,Derived from ADM3 layer,Public Domain,"Public Domain; ""free use and access to information""",https://geo.gob.bo/geonetwork/srv/spa/catalog.search#/metadata/aeeb85a9-23df-48d4-a4e5-dd19e8b206db,No,https://geo.gob.bo/geonetwork/srv/spa/catalog.search#/metadata/aeeb85a9-23df-48d4-a4e5-dd19e8b206db,,2020-05-25,https://drive.google.com/file/d/1PggwaOdUhVfUgsVlMTt74URocrnRqakg/view?usp=sharing
