,Processed File Name,Group,Year,Boundary Level,Source 1,Source 2,License,License Detail,License Source,Link to Source Data-inaccurate; has some links to licenses,Link to Source Data,Unnamed: 11,Link to Source Data.1,Changes,Known Errors,Raw File Name,Recorder (Name),Last Updated Date,Process File Name QA Check,File Name ISO Code,Process File Name Existance Check,Source Check,License Check,License Source Check,Link to Source Data Check
14,AGO_ADM1.zip,Angola,2017.0,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Bengo.shp.zip,,0,exported_boundaries_Bengo.shp.zip,,,,,,,,,,
15,AGO_ADM2.zip,Angola,2018.0,ADM 2,Human Data Exchange,"United Nations Office for the Coordination of Humanitarian Affairs, ROSEA",Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/angola-administrative-levels-0-3,No,https://data.humdata.org/dataset/angola-administrative-levels-0-3,ago_admbnda_adm2_gadm_ine_ocha_20180904,,0,,,,,,,,,,,
16,AGO_ADM3.zip,Angola,2018.0,ADM 3,Human Data Exchange,"United Nations Office for the Coordination of Humanitarian Affairs, ROSEA",Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/angola-administrative-levels-0-3,No,https://data.humdata.org/dataset/angola-administrative-levels-0-3,ago_admbnda_adm3_gadm_ine_ocha_20180904,,0,,,,,,,,,,,
17,ATG_ADM0.zip,Antigua and Barbuda,2017.0,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Antigua_and_Barbuda.shp.zip,,0,exported_boundaries_Antigua_and_Barbuda.shp.zip,,,,,,,,,,
18,ATG_ADM1.zip,Antigua and Barbuda,2017.0,ADM 1,OpenStreetMap,"Digitized from wikipedia map, Attribution to Golbez",Open Data Commons Open Database License 1.0,"Open Data Commons Open Database License 1.0, Creative Commons Attribution-Share Alike 3.0",https://commons.wikimedia.org/wiki/File:Antigua_parishes_english.png,No,https://commons.wikimedia.org/wiki/File:Antigua_parishes_english.png,exported_boundaries_Antigua_and_Barbuda.shp.zip,,0,exported_boundaries_Antigua_and_Barbuda.shp.zip,,,,,,,,,,
19,ARG_ADM0.zip,Argentina,2017.0,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exportBoundaries (1).zip,,0,exportBoundaries (1).zip,,,,,,,,,,
20,ARG_ADM1.zip,Argentina,2017.0,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exportBoundaries (1).zip,,0,exportBoundaries (1).zip,,,,,,,,,,
21,ARG_ADM2.zip,Argentina,2017.0,ADM 2,IGN,,Other - Humanitarian,Direct Permissions,https://www.ign.gob.ar/descargas/tyc1.html,No,https://www.ign.gob.ar/NuestrasActividades/InformacionGeoespacial/CapasSIG,,,,,,,,,,,,,,
22,ARM_ADM0.zip,Armenia,2020.0,ADM 0,OpenStreetMap,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.1,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,,0,,,,,,,,,,,
23,ARM_ADM1.zip,Armenia,2014.0,ADM 1,Government of Armenia,United Nations Office for the Coordination of Humanitarian Affairs ROCCA,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),Creative Commons Attribution for Intergovernmental Organizations,https://data.humdata.org/dataset/armenia-administrative-boundaries,No,https://data.humdata.org/dataset/armenia-administrative-boundaries,arm_admbnda_adm1_gov.zip,,0,arm_admbnda_adm1_gov.zip,,,,,,,,,,
24,ARM_ADM2.zip,Armenia,2019.0,ADM 2,HDX,"OCHA, ROCCA",Other - Humanitarian,Other - Humanitarian,https://data.humdata.org/dataset/armenia-administrative-boundaries,No,https://data.humdata.org/dataset/armenia-administrative-boundaries,,,,,,,,,,,,,,
25,AUS_ADM0.zip,Australia,2017.0,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Australia.shp (1).zip,,0,exported_boundaries_Australia.shp (1).zip,,,,,,,,,,
26,AUS_ADM1.zip,Australia,2016.0,ADM 1,PSMA Australia Limited,data.gov.au,Creative Commons Attribution 4.0 International (CC BY 4.0),Attribution 4.0 International (CC BY 4.0),https://data.gov.au/dataset/ds-dga-bdcf5b09-89bc-47ec-9281-6b8e9ee147aa/details,No,https://data.gov.au/dataset/psma-administrative-boundaries,may17adminboundsesrishapefileordbffile20170525134529.zip,,0,may17adminboundsesrishapefileordbffile20170525134529.zip,,,,,,,,,,
27,AUS_ADM2.zip,Australia,2016.0,ADM 2,PSMA Australia Limited,data.gov.au,Creative Commons Attribution 4.0 International (CC BY 4.0),Attribution 4.0 International (CC BY 4.0),https://data.gov.au/dataset/ds-dga-bdcf5b09-89bc-47ec-9281-6b8e9ee147aa/details,No,https://data.gov.au/dataset/psma-administrative-boundaries,may17adminboundsesrishapefileordbffile20170525134529.zip,,0,may17adminboundsesrishapefileordbffile20170525134529.zip,,,,,,,,,,
28,AUT_ADM0.zip,Austria,2017.0,ADM 0,"Federal Office for Metrology and Survey, Austria",Derived from ADM4 layer,Creative Commons Attribution-ShareAlike 2.0,,https://www.data.gv.at/katalog/dataset/987d6260-1e87-4314-9039-ccae502819b6,No,https://www.data.gv.at/katalog/dataset/987d6260-1e87-4314-9039-ccae502819b6,VGD-Oesterreich_gst.zip,,0,VGD-Oesterreich_gst.zip,,,,,,,,,,
29,AUT_ADM1.zip,Austria,2017.0,ADM 1,"Federal Office for Metrology and Survey, Austria",Derived from ADM4 layer,Creative Commons Attribution-ShareAlike 2.0,,https://twitter.com/WMgeoLab/status/1253487894313959424,No,"https://www.bev.gv.at/portal/page?_pageid=713,2639317&_dad=portal&_schema=PORTAL",VGD-Oesterreich_gst.zip,,0,VGD-Oesterreich_gst.zip,,,,,,,,,,
30,AUT_ADM2.zip,Austria,2017.0,ADM 2,"Federal Office for Metrology and Survey, Austria",Derived from ADM4 layer,Creative Commons Attribution-ShareAlike 2.0,,https://twitter.com/WMgeoLab/status/1253487894313959424,No,"https://www.bev.gv.at/portal/page?_pageid=713,2639317&_dad=portal&_schema=PORTAL",VGD-Oesterreich_gst.zip,,0,VGD-Oesterreich_gst.zip,,,,,,,,,,
31,AUT_ADM3.zip,Austria,2017.0,ADM 3,"Federal Office for Metrology and Survey, Austria",Derived from ADM4 layer,Creative Commons Attribution-ShareAlike 2.0,,https://twitter.com/WMgeoLab/status/1253487894313959424,No,"https://www.bev.gv.at/portal/page?_pageid=713,2639317&_dad=portal&_schema=PORTAL",VGD-Oesterreich_gst.zip,,0,VGD-Oesterreich_gst.zip,,,,,,,,,,
32,AUT_ADM4.zip,Austria,2017.0,ADM 4,"Federal Office for Metrology and Survey, Austria",Bundesministerium Digitaliserung und Wirtschaftsstandort,Creative Commons Attribution-ShareAlike 2.0,,https://twitter.com/WMgeoLab/status/1253487894313959424,No,"https://www.bev.gv.at/portal/page?_pageid=713,2639317&_dad=portal&_schema=PORTAL",VGD-Oesterreich_gst.zip,,0,VGD-Oesterreich_gst.zip,,,,,,,,,,
33,AZE_ADM0.zip,Azerbaijan,2017.0,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,azerbaijan_adm1_osm.zip,,0,azerbaijan_adm1_osm.zip,,,,,,,,,,
34,AZE_ADM1.zip,Azerbaijan,2017.0,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,azerbaijan_adm1_osm.zip,,0,azerbaijan_adm1_osm.zip,,,,,,,,,,
35,AZE_ADM2.zip,Azerbaijan,2020.0,ADM2,Wikipedia,,Creative Commons Attribution-ShareAlike 3.0 Unported,Creative Commons Attribution-ShareAlike 3.0 Unported,https://en.wikipedia.org/wiki/Administrative_divisions_of_Azerbaijan,No,https://en.wikipedia.org/wiki/Administrative_divisions_of_Azerbaijan#/media/File:Azerbaijan_districts_numbered.png,,,,,,,,,,,,,,
36,BHS_ADM0.zip,Bahamas,2017.0,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_New_Providence.shp.zip,,0,exported_boundaries_New_Providence.shp.zip,,,,,,,,,,
37,BHS_ADM1.zip,Bahamas,2017.0,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_New_Providence.shp.zip,,0,exported_boundaries_New_Providence.shp.zip,,,,,,,,,,
38,BHR_ADM0.zip,Bahrain,2017.0,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Capital_Governorate.shp.zip,,0,exported_boundaries_Capital_Governorate.shp.zip,,,,,,,,,,
39,BHR_ADM1.zip,Bahrain,2017.0,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Capital_Governorate.shp.zip,,0,exported_boundaries_Capital_Governorate.shp.zip,,,,,,,,,,
40,BGD_ADM0.zip,Bangladesh,2017.0,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Barisal_Division.shp.zip,,0,exported_boundaries_Barisal_Division.shp.zip,,,,,,,,,,
41,BGD_ADM1.zip,Bangladesh,2017.0,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Barisal_Division.shp.zip,,0,exported_boundaries_Barisal_Division.shp.zip,,,,,,,,,,
42,BGD_ADM2.zip,Bangladesh,2015.0,ADM 2,Bangladesh Bureau of Statistics (BBS),United Nations Office for the Coordination of Humanitarian Affairs ROAP,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/administrative-boundaries-of-bangladesh-as-of-2015,No,https://data.humdata.org/dataset/administrative-boundaries-of-bangladesh-as-of-2015,bgd_bnda_adm2_2015.zip,,0,bgd_bnda_adm2_2015.zip,,,,,,,,,,
43,BGD_ADM3.zip,Bangladesh,2015.0,ADM 3,Bangladesh Bureau of Statistics (BBS),United Nations Office for the Coordination of Humanitarian Affairs ROAP,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/administrative-boundaries-of-bangladesh-as-of-2015,No,https://data.humdata.org/dataset/administrative-boundaries-of-bangladesh-as-of-2015,bdg_bnda_adm3_2015.zip,,0,bdg_bnda_adm3_2015.zip,,,,,,,,,,
44,BGD_ADM4.zip,Bangladesh,2015.0,ADM 4,Bangladesh Bureau of Statistics (BBS),United Nations Office for the Coordination of Humanitarian Affairs ROAP,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/administrative-boundaries-of-bangladesh-as-of-2015,No,https://data.humdata.org/dataset/administrative-boundaries-of-bangladesh-as-of-2015,bgd_bnda_adm4_2015.zip,,0,bgd_bnda_adm4_2015.zip,,,,,,,,,,
45,BRB_ADM0.zip,Barbados,2017.0,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Christ_Church.shp.zip,,0,exported_boundaries_Christ_Church.shp.zip,,,,,,,,,,
46,BRB_ADM1.zip,Barbados,2017.0,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Christ_Church.shp.zip,,0,exported_boundaries_Christ_Church.shp.zip,,,,,,,,,,
47,BLR_ADM0.zip,Belarus,2017.0,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Brest_Region.shp.zip,,0,exported_boundaries_Brest_Region.shp.zip,,,,,,,,,,
48,BLR_ADM1.zip,Belarus,2017.0,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Brest_Region.shp.zip,,0,exported_boundaries_Brest_Region.shp.zip,,,,,,,,,,
49,BLR_ADM2.zip,Belarus,2017.0,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,belarus_adm2_osm.zip,,0,belarus_adm2_osm.zip,,,,,,,,,,
50,BEL_ADM0.zip,Belgium,2015.0,ADM 0,Statistics Belgium,,Open Data Commons Open Database License 1.0,Data set from StatBel open data portal,https://statbel.fgov.be/en/open-data,,https://statbel.fgov.be/en/open-data/statistical-sectors,scbel01012011_gen13_tcm327-275679.zip,,0,scbel01012011_gen13_tcm327-275679.zip,,,,,,,,,,
51,BEL_ADM1.zip,Belgium,2015.0,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,,https://wambachers-osm.website/boundaries/,exportedBoundaries_shp_levels_land_20190216_173419,,0,scbel01012011_gen13_tcm327-275679.zip,,,,,,,,,,
52,BEL_ADM2.zip,Belgium,2015.0,ADM 2,Statistics Belgium,,Open Data Commons Open Database License 1.0,Data set from StatBel open data portal,https://statbel.fgov.be/en/open-data,No,https://statbel.fgov.be/en/open-data/statistical-sectors,scbel01012011_gen13_tcm327-275679.zip,,0,scbel01012011_gen13_tcm327-275679.zip,,,,,,,,,,
53,BEL_ADM4.zip,Belgium,2018.0,ADM 4,Namur Capitale,Statistics Belgium,Creative Commons Attribution 4.0 International (CC BY 4.0),Creative Commons Attribution 4.0 International (CC BY 4.0),https://data.namur.be/pages/licence/,No,"https://data.namur.be/explore/dataset/communes-belges/information/?location=8,50.5124,4.4752&basemap=jawg.streets",communes-belges.zip,,0,,,,,,,,,,,
54,BLZ_ADM0.zip,Belize,2017.0,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Belize_District.shp.zip,,0,exported_boundaries_Belize_District.shp.zip,,,,,,,,,,
55,BLZ_ADM1.zip,Belize,2017.0,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Belize_District.shp.zip,,0,exported_boundaries_Belize_District.shp.zip,,,,,,,,,,
56,BLZ_ADM2.zip,Belize,2018.0,ADM 2,Adele Ramos,ArcGIS Online,Non-Commercial Use Only,"Permission to non-commercially, open source distribution",https://twitter.com/WMgeoLab/status/1195455127680741376/photo/1,No,https://www.arcgis.com/home/item.html?id=43058799b9894955a4da87d19950d816,divisionsbelize2012.zip,,0,divisionsbelize2012.zip,,,,,,,,,,
57,BEN_ADM0.zip,Benin,2017.0,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Alibori.shp.zip,,0,exported_boundaries_Alibori.shp.zip,,,,,,,,,,
58,BEN_ADM1.zip,Benin,2017.0,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Alibori.shp.zip,,0,exported_boundaries_Alibori.shp.zip,,,,,,,,,,
59,BEN_ADM2.zip,Benin,2015.0,ADM 2,Secondary Administrative Level Boundary (SALB) Project,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/benin-administrative-boundaries,No,https://data.humdata.org/dataset/benin-administrative-boundaries,ben_admbnd2_1m_salb.zip,,0,ben_admbnd2_1m_salb.zip,,,,,,,,,,
60,BTN_ADM0.zip,Bhutan,2017.0,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Bhutan.shp.zip,,0,exported_boundaries_Bhutan.shp.zip,,,,,,,,,,
61,BTN_ADM1.zip,Bhutan,2017.0,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Bhutan.shp.zip,,0,exported_boundaries_Bhutan.shp.zip,,,,,,,,,,
62,BTN_ADM2.zip,Bhutan,2014.0,ADM 2,Bhutan Geospatial Portal,,Other - Direct Permission,"Government Copyright, but permission to use",https://twitter.com/WMgeoLab/status/1179000810778181633/photo/1,No,http://geo.gov.bt/Home/DataDetail?metadataId=53,,,0,,,,,,,,,,,"You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source."
63,BOL_ADM0.zip,Bolivia,2015.0,ADM 0,GeoBolivia,Derived from ADM3 layer,Public Domain,"Public Domain; ""free use and access to information""",https://geo.gob.bo/geonetwork/srv/spa/catalog.search#/metadata/aeeb85a9-23df-48d4-a4e5-dd19e8b206db,No,https://geo.gob.bo/geonetwork/srv/spa/catalog.search#/metadata/aeeb85a9-23df-48d4-a4e5-dd19e8b206db,municipal.zip,,0,municipal.zip,,,,,,,,,,
64,BOL_ADM1.zip,Bolivia,2015.0,ADM 1,GeoBolivia,Derived from ADM3 layer,Public Domain,"Public Domain; ""free use and access to information""",https://geo.gob.bo/geonetwork/srv/spa/catalog.search#/metadata/aeeb85a9-23df-48d4-a4e5-dd19e8b206db,No,https://geo.gob.bo/geonetwork/srv/spa/catalog.search#/metadata/aeeb85a9-23df-48d4-a4e5-dd19e8b206db,municipal.zip,,0,municipal.zip,,,,,,,,,,
65,BOL_ADM2.zip,Bolivia,2015.0,ADM 2,GeoBolivia,Derived from ADM3 layer,Public Domain,"Public Domain; ""free use and access to information""",https://geo.gob.bo/geonetwork/srv/spa/catalog.search#/metadata/aeeb85a9-23df-48d4-a4e5-dd19e8b206db,No,https://geo.gob.bo/geonetwork/srv/spa/catalog.search#/metadata/aeeb85a9-23df-48d4-a4e5-dd19e8b206db,municipal.zip,,0,municipal.zip,,,,,,,,,,
66,BOL_ADM3.zip,Bolivia,2015.0,ADM 3,GeoBolivia,,Public Domain,"Public Domain; ""free use and access to information""",https://geo.gob.bo/geonetwork/srv/spa/catalog.search#/metadata/aeeb85a9-23df-48d4-a4e5-dd19e8b206db,No,https://geo.gob.bo/geonetwork/srv/spa/catalog.search#/metadata/aeeb85a9-23df-48d4-a4e5-dd19e8b206db,municipal.zip,,0,municipal.zip,,,,,,,,,,
67,BIH_ADM0.zip,Bosnia and Herzegovina,2017.0,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Brcko_district_of_Bosnia_and_Herzegowina.shp.zip,,0,exported_boundaries_Brcko_district_of_Bosnia_and_Herzegowina.shp.zip,,,,,,,,,,
68,BIH_ADM1.zip,Bosnia and Herzegovina,2017.0,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Brcko_district_of_Bosnia_and_Herzegowina.shp.zip,,0,exported_boundaries_Brcko_district_of_Bosnia_and_Herzegowina.shp.zip,,,,,,,,,,
69,BIH_ADM2.zip,Bosnia and Herzegovina,2014.0,ADM 2,Codrina Maria Ille,Datahub,Creative Commons Attribution 4.0 International (CC BY 4.0),Creative Commons Attribution 4.0 International (CC BY 4.0),https://old.datahub.io/dataset/bosnia-and-herzegovina-municipalities/resource/7a0be509-53e2-41d1-840a-b6391cc012d0,No,https://old.datahub.io/dataset/bosnia-and-herzegovina-municipalities,bihmunicipalities.zip,,0,bihmunicipalities.zip,,,,,,,,,,
70,BWA_ADM0.zip,Botswana,2017.0,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Central_District.shp.zip,,0,exported_boundaries_Central_District.shp.zip,,,,,,,,,,
71,BWA_ADM1.zip,Botswana,2017.0,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Central_District.shp.zip,,0,exported_boundaries_Central_District.shp.zip,,,,,,,,,,
