,Processed File Name,Group,Year,Boundary Level,Source 1,Source 2,License,License Detail,License Source,Link to Source Data-inaccurate; has some links to licenses,Link to Source Data,Unnamed: 11,Link to Source Data.1,Changes,Known Errors,Raw File Name,Recorder (Name),Last Updated Date,Unnamed: 18,Unnamed: 19,Process File Name QA Check,File Name ISO Code,Process File Name Existance Check,Source Check,License Check,License Source Check,Link to Source Data Check
13,ARE_ADM0.zip,United Arab Emirates,2017.0,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Abu_Dhabi.shp.zip,,0,exported_boundaries_Abu_Dhabi.shp.zip,,,,,,,,,,,,This URL was manually excluded from checking.
14,ARE_ADM1.zip,United Arab Emirates,2017.0,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Abu_Dhabi.shp.zip,,0,exported_boundaries_Abu_Dhabi.shp.zip,,,,,,,,,,,,This URL was manually excluded from checking.
15,ARG_ADM0.zip,Argentina,2017.0,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exportBoundaries (1).zip,,0,exportBoundaries (1).zip,,,,,,,,,,,,This URL was manually excluded from checking.
16,ARG_ADM1.zip,Argentina,2017.0,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exportBoundaries (1).zip,,0,exportBoundaries (1).zip,,,,,,,,,,,,This URL was manually excluded from checking.
17,ARG_ADM2.zip,Argentina,2017.0,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exportBoundaries (1).zip,,0,exportBoundaries (1).zip,,,,,,,,,,,,This URL was manually excluded from checking.
18,ARM_ADM0.zip,Armenia,2014.0,ADM 0,Government of Armenia,United Nations Office for the Coordination of Humanitarian Affairs ROCCA,Creative Commons Attribution 4.0 International (CC BY 4.0),Creative Commons Attribution for Intergovernmental Organizations,https://data.humdata.org/dataset/armenia-administrative-boundaries,No,https://data.humdata.org/dataset/armenia-administrative-boundaries,arm_admbnda_adm1_gov.zip,,0,arm_admbnda_adm1_gov.zip,,,,,,,,,,,,
19,ARM_ADM1.zip,Armenia,2014.0,ADM 1,Government of Armenia,United Nations Office for the Coordination of Humanitarian Affairs ROCCA,Creative Commons Attribution 4.0 International (CC BY 4.0),Creative Commons Attribution for Intergovernmental Organizations,https://data.humdata.org/dataset/armenia-administrative-boundaries,No,https://data.humdata.org/dataset/armenia-administrative-boundaries,arm_admbnda_adm1_gov.zip,,0,arm_admbnda_adm1_gov.zip,,,,,,,,,,,,
20,ATG_ADM0.zip,Antigua and Barbuda,2017.0,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Antigua_and_Barbuda.shp.zip,,0,exported_boundaries_Antigua_and_Barbuda.shp.zip,,,,,,,,,,,,This URL was manually excluded from checking.
21,ATG_ADM1.zip,Antigua and Barbuda,2017.0,ADM 1,OpenStreetMap,"Digitized from wikipedia map, Attribution to Golbez",Open Data Commons Open Database License 1.0,"Open Data Commons Open Database License 1.0, Creative Commons Attribution-Share Alike 3.0",https://commons.wikimedia.org/wiki/File:Antigua_parishes_english.png,No,https://commons.wikimedia.org/wiki/File:Antigua_parishes_english.png,exported_boundaries_Antigua_and_Barbuda.shp.zip,,0,exported_boundaries_Antigua_and_Barbuda.shp.zip,,,,,,,,,,,,
22,AUS_ADM0.zip,Australia,2017.0,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Australia.shp (1).zip,,0,exported_boundaries_Australia.shp (1).zip,,,,,,,,,,,,This URL was manually excluded from checking.
23,AUS_ADM1.zip,Australia,2016.0,ADM 1,PSMA Australia Limited,data.gov.au,Creative Commons Attribution 4.0 International (CC BY 4.0),Attribution 4.0 International (CC BY 4.0),https://data.gov.au/dataset/ds-dga-bdcf5b09-89bc-47ec-9281-6b8e9ee147aa/details,,https://data.gov.au/dataset/psma-administrative-boundaries,may17adminboundsesrishapefileordbffile20170525134529.zip,,0,may17adminboundsesrishapefileordbffile20170525134529.zip,,,,,,,,,,,,
24,AUS_ADM2.zip,Australia,2016.0,ADM 2,PSMA Australia Limited,data.gov.au,Creative Commons Attribution 4.0 International (CC BY 4.0),Attribution 4.0 International (CC BY 4.0),https://data.gov.au/dataset/ds-dga-bdcf5b09-89bc-47ec-9281-6b8e9ee147aa/details,,https://data.gov.au/dataset/psma-administrative-boundaries,may17adminboundsesrishapefileordbffile20170525134529.zip,,0,may17adminboundsesrishapefileordbffile20170525134529.zip,,,,,,,,,,,,
25,AUT_ADM0.zip,Austria,2017.0,ADM 0,"Federal Office for Metrology and Survey, Austria",Derived from ADM4 layer,Creative Commons Attribution-ShareAlike 2.0,New source link- must update shapefile to 2019 release,https://www.data.gv.at/katalog/dataset/verwaltungsgrenzen-vgd-stichtagsdaten-grundstucksgenau,No,https://www.data.gv.at/katalog/dataset/verwaltungsgrenzen-vgd-stichtagsdaten-grundstucksgenau,VGD-Oesterreich_gst.zip,,0,VGD-Oesterreich_gst.zip,,,,,,,,,,,,
26,AUT_ADM1.zip,Austria,2017.0,ADM 1,"Federal Office for Metrology and Survey, Austria",Derived from ADM4 layer,Creative Commons Attribution-ShareAlike 2.0,New source link- must update shapefile to 2019 release,https://www.data.gv.at/katalog/dataset/verwaltungsgrenzen-vgd-stichtagsdaten-grundstucksgenau,No,https://www.data.gv.at/katalog/dataset/verwaltungsgrenzen-vgd-stichtagsdaten-grundstucksgenau,VGD-Oesterreich_gst.zip,,0,VGD-Oesterreich_gst.zip,,,,,,,,,,,,
27,AUT_ADM2.zip,Austria,2017.0,ADM 2,"Federal Office for Metrology and Survey, Austria",Derived from ADM4 layer,Creative Commons Attribution-ShareAlike 2.0,New source link- must update shapefile to 2019 release,https://www.data.gv.at/katalog/dataset/verwaltungsgrenzen-vgd-stichtagsdaten-grundstucksgenau,No,https://www.data.gv.at/katalog/dataset/verwaltungsgrenzen-vgd-stichtagsdaten-grundstucksgenau,VGD-Oesterreich_gst.zip,,0,VGD-Oesterreich_gst.zip,,,,,,,,,,,,
28,AUT_ADM3.zip,Austria,2017.0,ADM 3,"Federal Office for Metrology and Survey, Austria",Derived from ADM4 layer,Creative Commons Attribution-ShareAlike 2.0,New source link- must update shapefile to 2019 release,https://www.data.gv.at/katalog/dataset/verwaltungsgrenzen-vgd-stichtagsdaten-grundstucksgenau,No,https://www.data.gv.at/katalog/dataset/verwaltungsgrenzen-vgd-stichtagsdaten-grundstucksgenau,VGD-Oesterreich_gst.zip,,0,VGD-Oesterreich_gst.zip,,,,,,,,,,,,
29,AUT_ADM4.zip,Austria,2017.0,ADM 4,"Federal Office for Metrology and Survey, Austria",,Creative Commons Attribution-ShareAlike 2.0,New source link- must update shapefile to 2019 release,https://www.data.gv.at/katalog/dataset/verwaltungsgrenzen-vgd-stichtagsdaten-grundstucksgenau,No,https://www.data.gv.at/katalog/dataset/verwaltungsgrenzen-vgd-stichtagsdaten-grundstucksgenau,VGD-Oesterreich_gst.zip,,0,VGD-Oesterreich_gst.zip,,,,,,,,,,,,
30,AZE_ADM0.zip,Azerbaijan,2017.0,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,azerbaijan_adm1_osm.zip,,0,azerbaijan_adm1_osm.zip,,,,,,,,,,,,This URL was manually excluded from checking.
31,AZE_ADM1.zip,Azerbaijan,2017.0,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,azerbaijan_adm1_osm.zip,,0,azerbaijan_adm1_osm.zip,,,,,,,,,,,,This URL was manually excluded from checking.
32,BDI_ADM0.zip,Burundi,2017.0,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,burundi_adm1_osm.zip,,0,burundi_adm1_osm.zip,,,,,,,,,,,,This URL was manually excluded from checking.
33,BDI_ADM1.zip,Burundi,2017.0,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,burundi_adm1_osm.zip,,0,burundi_adm1_osm.zip,,,,,,,,,,,,This URL was manually excluded from checking.
34,BDI_ADM2.zip,Burundi,2007.0,ADM 2,"New York University Spatial Data Repository, Stanford University",Map Maker Limited,Public Domain,License on metadata pop-up on source page ,https://geo.nyu.edu/catalog/stanford-th822mn7301#iso-metadata-reference-info,No,https://geo.nyu.edu/catalog/stanford-th822mn7301,data (38).zip,,0,data (38).zip,,,,,,,,,,,,
35,BEL_ADM0.zip,Belgium,2015.0,ADM 0,Statistics Belgium,,Open Data Commons Open Database License 1.0,Data set from StatBel open data portal,https://statbel.fgov.be/en/open-data,,https://statbel.fgov.be/en/open-data/statistical-sectors,scbel01012011_gen13_tcm327-275679.zip,,0,scbel01012011_gen13_tcm327-275679.zip,,,,,,,,,,,,
36,BEL_ADM1.zip,Belgium,2015.0,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,,https://wambachers-osm.website/boundaries/,exportedBoundaries_shp_levels_land_20190216_173419,,0,scbel01012011_gen13_tcm327-275679.zip,,,,,,,,,,,,This URL was manually excluded from checking.
37,BEL_ADM2.zip,Belgium,2015.0,ADM 2,Statistics Belgium,,Open Data Commons Open Database License 1.0,Data set from StatBel open data portal,https://statbel.fgov.be/en/open-data,No,https://statbel.fgov.be/en/open-data/statistical-sectors,BEL_ADM1.zip,,0,scbel01012011_gen13_tcm327-275679.zip,,,,,,,,,,,,
38,BEL_ADM2.zip,Belgium,2015.0,ADM 2,Statistics Belgium,,Open Data Commons Open Database License 1.0,Data set from StatBel open data portal,https://statbel.fgov.be/en/open-data,No,https://statbel.fgov.be/en/open-data/statistical-sectors,scbel01012011_gen13_tcm327-275679.zip,,0,scbel01012011_gen13_tcm327-275679.zip,,,,,,,,,,,,
39,BEL_ADM4.zip,Belgium,2018.0,ADM 4,Namur Capitale,Statistics Belgium,Creative Commons Attribution 4.0 International (CC BY 4.0),Creative Commons Attribution 4.0 International,https://data.namur.be/pages/licence/,No,"https://data.namur.be/explore/dataset/communes-belges/information/?location=8,50.5124,4.4752&basemap=jawg.streets",communes-belges.zip,,0,,,,,,,,,,,,,
40,BEN_ADM0.zip,Benin,2017.0,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Alibori.shp.zip,,0,exported_boundaries_Alibori.shp.zip,,,,,,,,,,,,This URL was manually excluded from checking.
41,BEN_ADM1.zip,Benin,2017.0,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Alibori.shp.zip,,0,exported_boundaries_Alibori.shp.zip,,,,,,,,,,,,This URL was manually excluded from checking.
42,BEN_ADM2.zip,Benin,2015.0,ADM 2,Secondary Administrative Level Boundary (SALB) Project,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/benin-administrative-boundaries,No,https://data.humdata.org/dataset/benin-administrative-boundaries,ben_admbnd2_1m_salb.zip,,0,ben_admbnd2_1m_salb.zip,,,,,,,,,,,,
43,BFA_ADM0.zip,Burkina Faso,2017.0,ADM 0,"Second Administrative Level Boundaries Project (SALB), Institut Géographique du Burkina Faso (IGB)",United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (Regional Office for West and Central Africa (ROWCA)),Creative Commons Attribution 4.0 International (CC BY 4.0),Creative Commons Attribution for Intergovernmental Organizations,https://data.humdata.org/dataset/burkina-faso-administrative-boundaries,No,https://data.humdata.org/dataset/burkina-faso-administrative-boundaries,bfa_admbnda_adm1_1m_salb_itos.zip,,0,bfa_admbnda_adm1_1m_salb_itos.zip,,,,,,,,,,,,
44,BFA_ADM1.zip,Burkina Faso,2017.0,ADM 1,"Second Administrative Level Boundaries Project (SALB), Institut Géographique du Burkina Faso (IGB)",United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (Regional Office for West and Central Africa (ROWCA)),Creative Commons Attribution 4.0 International (CC BY 4.0),Creative Commons Attribution for Intergovernmental Organizations,https://data.humdata.org/dataset/burkina-faso-administrative-boundaries,No,https://data.humdata.org/dataset/burkina-faso-administrative-boundaries,bfa_admbnda_adm1_1m_salb_itos.zip,,0,bfa_admbnda_adm1_1m_salb_itos.zip,,,,,,,,,,,,
45,BFA_ADM2.zip,Burkina Faso,2017.0,ADM 2,"Second Administrative Level Boundaries Project (SALB), Institut Géographique du Burkina Faso (IGB)",United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (Regional Office for West and Central Africa (ROWCA)),Creative Commons Attribution 4.0 International (CC BY 4.0),Creative Commons Attribution for Intergovernmental Organizations,https://data.humdata.org/dataset/burkina-faso-administrative-boundaries,No,https://data.humdata.org/dataset/burkina-faso-administrative-boundaries,bfa_admbnda_adm2_1m_salb_itos.zip,,0,bfa_admbnda_adm2_1m_salb_itos.zip,,,,,,,,,,,,
46,BFA_ADM3.zip,Burkina Faso,2007.0,ADM 3,"New York University Spatial Data Repository, Stanford University",Map Maker Limited,Public Domain,License on metadata pop-up on source page ,https://geo.nyu.edu/catalog/stanford-bv378fk8507,No,https://geo.nyu.edu/catalog/stanford-bv378fk8507,data (2).zip,,0,data (2).zip,,,,,,,,,,,,
47,BGD_ADM0.zip,Bangladesh,2017.0,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Barisal_Division.shp.zip,,0,exported_boundaries_Barisal_Division.shp.zip,,,,,,,,,,,,This URL was manually excluded from checking.
48,BGD_ADM1.zip,Bangladesh,2017.0,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Barisal_Division.shp.zip,,0,exported_boundaries_Barisal_Division.shp.zip,,,,,,,,,,,,This URL was manually excluded from checking.
49,BGD_ADM2.zip,Bangladesh,2015.0,ADM 2,Bangladesh Bureau of Statistics (BBS),United Nations Office for the Coordination of Humanitarian Affairs ROAP,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/administrative-boundaries-of-bangladesh-as-of-2015,No,https://data.humdata.org/dataset/administrative-boundaries-of-bangladesh-as-of-2015,bgd_bnda_adm2_2015.zip,,0,bgd_bnda_adm2_2015.zip,,,,,,,,,,,,
50,BGD_ADM3.zip,Bangladesh,2015.0,ADM 3,Bangladesh Bureau of Statistics (BBS),United Nations Office for the Coordination of Humanitarian Affairs ROAP,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/administrative-boundaries-of-bangladesh-as-of-2015,No,https://data.humdata.org/dataset/administrative-boundaries-of-bangladesh-as-of-2015,bdg_bnda_adm3_2015.zip,,0,bdg_bnda_adm3_2015.zip,,,,,,,,,,,,
51,BGD_ADM4.zip,Bangladesh,2015.0,ADM 4,Bangladesh Bureau of Statistics (BBS),United Nations Office for the Coordination of Humanitarian Affairs ROAP,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/administrative-boundaries-of-bangladesh-as-of-2015,No,https://data.humdata.org/dataset/administrative-boundaries-of-bangladesh-as-of-2015,bgd_bnda_adm4_2015.zip,,0,bgd_bnda_adm4_2015.zip,,,,,,,,,,,,
52,BGR_ADM0.zip,Bulgaria,2017.0,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Blagoevgrad.shp.zip,,0,exported_boundaries_Blagoevgrad.shp.zip,,,,,,,,,,,,This URL was manually excluded from checking.
53,BGR_ADM1.zip,Bulgaria,2017.0,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Blagoevgrad.shp.zip,,0,exported_boundaries_Blagoevgrad.shp.zip,,,,,,,,,,,,This URL was manually excluded from checking.
54,BGR_ADM2.zip,Bulgaria,2017.0,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,Bulgaria_adm2_osm.zip,,0,Bulgaria_adm2_osm.zip,,,,,,,,,,,,This URL was manually excluded from checking.
55,BHR_ADM0.zip,Bahrain,2017.0,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Capital_Governorate.shp.zip,,0,exported_boundaries_Capital_Governorate.shp.zip,,,,,,,,,,,,This URL was manually excluded from checking.
56,BHR_ADM1.zip,Bahrain,2017.0,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Capital_Governorate.shp.zip,,0,exported_boundaries_Capital_Governorate.shp.zip,,,,,,,,,,,,This URL was manually excluded from checking.
57,BHS_ADM0.zip,Bahamas,2017.0,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_New_Providence.shp.zip,,0,exported_boundaries_New_Providence.shp.zip,,,,,,,,,,,,This URL was manually excluded from checking.
58,BHS_ADM1.zip,Bahamas,2017.0,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_New_Providence.shp.zip,,0,exported_boundaries_New_Providence.shp.zip,,,,,,,,,,,,This URL was manually excluded from checking.
59,BIH_ADM0.zip,Bosnia and Herzegovina,2017.0,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Brcko_district_of_Bosnia_and_Herzegowina.shp.zip,,0,exported_boundaries_Brcko_district_of_Bosnia_and_Herzegowina.shp.zip,,,,,,,,,,,,This URL was manually excluded from checking.
60,BIH_ADM1.zip,Bosnia and Herzegovina,2017.0,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Brcko_district_of_Bosnia_and_Herzegowina.shp.zip,,0,exported_boundaries_Brcko_district_of_Bosnia_and_Herzegowina.shp.zip,,,,,,,,,,,,This URL was manually excluded from checking.
61,BIH_ADM2.zip,Bosnia and Herzegovina,2014.0,ADM 2,Codrina Maria Ille,Datahub,Creative Commons Attribution 4.0 International (CC BY 4.0),Creative Commons Attribution 4.0 International,https://old.datahub.io/dataset/bosnia-and-herzegovina-municipalities/resource/7a0be509-53e2-41d1-840a-b6391cc012d0,No,https://old.datahub.io/dataset/bosnia-and-herzegovina-municipalities,bihmunicipalities.zip,,0,bihmunicipalities.zip,,,,,,,,,,,,
62,BLR_ADM0.zip,Belarus,2017.0,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Brest_Region.shp.zip,,0,exported_boundaries_Brest_Region.shp.zip,,,,,,,,,,,,This URL was manually excluded from checking.
63,BLR_ADM1.zip,Belarus,2017.0,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Brest_Region.shp.zip,,0,exported_boundaries_Brest_Region.shp.zip,,,,,,,,,,,,This URL was manually excluded from checking.
64,BLR_ADM2.zip,Belarus,2017.0,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,belarus_adm2_osm.zip,,0,belarus_adm2_osm.zip,,,,,,,,,,,,This URL was manually excluded from checking.
65,BLZ_ADM0.zip,Belize,2017.0,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,exported_boundaries_Belize_District.shp.zip,,0,exported_boundaries_Belize_District.shp.zip,,,,,,,,,,,,This URL was manually excluded from checking.
